Att 1,Att 2,Correlation
V40,V68,0.00737739
C7,V179,0.00737734
V33,C3,0.007376835
V205,V56,0.007376552
V232,V239,0.00737588
V41,V284,0.007373096
V271,V333,0.007372255
V55,V274,0.007371941
V75,V107,0.007371594
V242,V84,0.007371097
V196,V224,0.007368596
V300,V110,0.007368446
V297,V199,0.007367366
card1,C14,0.007366164
V258,V334,0.007365737
V133,V55,0.007364538
V311,V154,0.00736363
V244,V300,0.007363146
V322,V229,0.007362316
C11,D5,0.007361422
V331,C8,0.007361374
D3,V111,0.007361045
V231,TransactionAmt,0.007360722
V39,V318,0.007360253
V193,V102,0.007358677
V87,V160,0.007358518
V161,V306,0.007357827
V294,V66,0.007357599
V118,TransactionAmt,0.007356714
V261,C7,0.007355695
V271,V180,0.007353266
V244,V128,0.007352699
V267,V81,0.007352539
C1,V310,0.007351303
V163,D1,0.007350997
V74,V115,0.007349695
V220,V25,0.00734931
V126,C3,0.007349038
V323,V281,0.00734804
V294,V193,0.007347721
V247,D4,0.007347125
V191,V294,0.007346525
V76,V279,0.007346104
V23,V99,0.00734502
V272,V128,0.007344174
V133,V192,0.00734277
V109,V36,0.007342124
V57,V41,0.007341553
V217,V28,0.007339514
D12,V203,0.007338842
V69,V8,0.007338555
V115,V300,0.007336266
V225,V120,0.007335678
V181,V149,0.00733562
V268,V157,0.007335312
V222,V287,0.007335259
V199,V307,0.007334505
V205,V110,0.007334045
V187,V103,0.007333995
V152,V201,0.007333744
addr1,V42,0.007332555
V205,V149,0.007329408
V284,V253,0.007328691
V79,C3,0.007328321
dist2,V314,0.007327634
V254,V211,0.007326058
V106,V121,0.007324808
V270,C4,0.007323776
V329,C2,0.007322516
C7,V131,0.007321595
V273,V32,0.007321509
V145,V339,0.007321422
V110,V264,0.007318636
D12,V33,0.007318105
V109,V264,0.007317944
C14,V327,0.007317507
V184,V97,0.007317449
V35,V8,0.007316672
C13,V292,0.007316391
V25,V317,0.007315738
V102,D4,0.00731496
V320,V186,0.007314896
V117,V151,0.007314605
V28,V223,0.007312192
V206,C8,0.007311754
card1,V78,0.007311668
dist1,V315,0.00731139
V177,V14,0.007311101
V56,V263,0.007309986
C14,V142,0.007307184
V200,V319,0.007307129
V244,V308,0.00730708
V285,V38,0.007306602
V58,V27,0.007306185
V192,V184,0.007304662
D5,V48,0.007303167
V272,V14,0.007302514
V112,V237,0.007302174
V56,V102,0.007302029
V116,D3,0.007301313
V191,V102,0.007301278
V197,V202,0.007300826
V86,V276,0.007298952
V40,V107,0.007298669
V14,V231,0.007298319
V281,V35,0.007297616
V127,V242,0.007297353
V252,V73,0.007296814
V258,V98,0.007296612
V263,V112,0.007296208
V65,V218,0.007294961
C3,V168,0.007294894
V26,V211,0.007294788
V252,V99,0.007294603
V191,V31,0.007292339
V93,V126,0.007291744
V294,V26,0.007291207
V261,C10,0.007290997
V80,V107,0.007290634
V113,V224,0.007290498
V290,V182,0.007290046
V66,V316,0.007288516
V65,V182,0.00728826
V121,V301,0.007288116
V260,V166,0.00728563
V220,V100,0.007285336
V238,C1,0.007285148
V236,C10,0.007284652
V338,V191,0.007284447
V234,V86,0.007284356
V238,C2,0.00728399
V90,V120,0.007283693
V49,V104,0.00728312
V135,V195,0.007282672
C13,V126,0.007281511
C1,V301,0.007280421
V56,V103,0.007279882
V115,V254,0.007277701
V223,V62,0.007277176
V65,V194,0.00727566
V274,V63,0.007275399
V132,V52,0.007275353
V14,V202,0.007274254
V132,dist1,0.007273463
V258,C7,0.007273439
V284,V6,0.007273116
V265,C13,0.007272801
V138,V245,0.007270455
V212,V162,0.007269936
V198,V110,0.007268701
C4,V244,0.007268595
V289,V110,0.007268502
V43,V262,0.007268424
C12,V179,0.00726565
V254,V164,0.007265587
V308,V75,0.00726522
V79,V239,0.007264725
V315,V77,0.007264158
V191,V134,0.007263157
V55,V125,0.007262671
V20,V112,0.007260022
V63,V185,0.007258383
V206,V157,0.007258354
V83,V306,0.007258332
V116,dist2,0.007258005
V203,D5,0.00725767
card2,V41,0.007256501
V137,V122,0.007255457
V225,V113,0.007255228
V312,V41,0.007255226
V161,V293,0.007255132
V200,V106,0.007253736
V73,V88,0.007253703
V193,D7,0.007253516
V126,V201,0.007251701
C7,V98,0.007249479
D7,C12,0.007249107
TransactionID,V269,0.007248472
V239,V28,0.00724831
V127,V191,0.007248024
V165,V228,0.007247122
V270,V322,0.007247072
V291,V210,0.007247058
V302,dist2,0.007246632
V198,addr2,0.007245023
V153,V207,0.007243769
V193,V25,0.007243346
V315,C12,0.007243191
V67,V120,0.007242954
V85,V339,0.007242473
V97,V86,0.007242354
D14,V199,0.007241924
V315,V46,0.007241787
V181,V145,0.007240885
C2,V332,0.007240811
C9,V41,0.007240622
V283,V101,0.007239106
V198,V134,0.007238234
V187,V280,0.007237625
V269,V71,0.00723685
V233,V300,0.007236845
V330,V92,0.007233535
V243,V298,0.007233508
V106,V161,0.007232482
V58,V28,0.007232476
V211,V68,0.007231212
V96,V195,0.007231051
V134,V193,0.007230443
V129,V70,0.00722937
V93,V264,0.007228657
V27,V39,0.007227666
V193,V338,0.00722703
V116,V164,0.007226535
V313,V156,0.00722649
V287,V302,0.007225823
V127,V193,0.007225722
V310,V186,0.007225576
V196,V286,0.007225041
V12,V110,0.007224148
V173,V68,0.007223529
D12,V278,0.00722324
V144,V120,0.007221937
card3,V245,0.007221074
V131,V200,0.007219589
V134,V55,0.007217971
V128,V200,0.007217793
V239,C2,0.007217626
V276,addr1,0.007217265
V185,V109,0.00721697
V183,dist2,0.007215491
C14,V221,0.007213834
V310,C11,0.007213202
V119,C4,0.007212978
V41,V95,0.007211657
V164,C1,0.007211454
V192,V338,0.007210353
V52,C13,0.00720829
C2,V214,0.007208108
V56,V133,0.007205588
V191,V128,0.007204649
V285,V121,0.007203936
V320,V228,0.007203461
V246,V308,0.007202687
V191,V298,0.007201675
V124,V78,0.007201594
D12,V108,0.007200876
V169,V321,0.007200402
TransactionDT,D3,0.007199942
D3,V108,0.007198566
V215,V14,0.007197947
V131,V194,0.007197065
V106,V191,0.007196828
V50,C13,0.007195967
V135,V56,0.007195084
V250,V14,0.007193866
V163,V95,0.007193607
V106,V272,0.007193538
V247,C1,0.007192313
V261,V40,0.007191306
V118,C11,0.007190767
V25,V305,0.007190726
C1,V239,0.007188946
V56,V293,0.007188306
V162,V72,0.007187697
V166,V248,0.007187538
card1,V47,0.007185881
V78,V205,0.007184577
V268,V187,0.007183759
V209,V112,0.007183225
V301,V194,0.007180287
V270,C6,0.007178651
V68,V15,0.007178583
V180,V65,0.007174423
V120,V226,0.007174406
V37,V95,0.007174259
dist1,V130,0.007171372
V295,V187,0.007171112
V335,V187,0.007170607
V122,V234,0.007170507
V99,V9,0.007170251
V56,V134,0.007169579
V44,V255,0.007169381
V161,V323,0.007169015
V193,V128,0.007168874
C12,V100,0.007168749
V88,V259,0.007168704
V45,V300,0.007168349
V16,V294,0.007166323
V196,V67,0.007166257
V315,V74,0.007165118
D15,V318,0.007164988
V187,V102,0.00716478
TransactionID,V309,0.007163752
card1,V17,0.007163659
V26,V321,0.007163398
D14,V111,0.007163202
V98,C8,0.007161167
V119,V165,0.007158474
V66,V205,0.007158241
V240,V77,0.007156014
V300,V332,0.007155849
V120,V302,0.007153689
V164,V189,0.007152998
V172,V291,0.007151889
V57,V184,0.007150978
D7,V187,0.007150893
V48,V129,0.007150844
V211,C7,0.007150578
C10,V300,0.007150454
V248,V178,0.007149246
TransactionID,V74,0.007149229
V91,V120,0.00714886
V26,V177,0.007148748
V59,V311,0.007147173
V133,V191,0.007146888
V112,V165,0.007146843
V32,V167,0.007145903
V161,V136,0.007144164
D12,V113,0.007142362
V246,C6,0.007142034
V51,V65,0.007142008
D14,V206,0.007141757
V199,V133,0.007140003
V323,V163,0.007139538
card3,V227,0.007139354
V55,V26,0.007138826
V309,V7,0.007138462
V25,V192,0.007136231
V109,V32,0.007136158
V229,V298,0.007135972
V285,V28,0.007135283
V88,V181,0.007135267
C8,D7,0.00713526
V179,V163,0.007134686
V247,V282,0.007134257
V94,V318,0.007134224
V258,V321,0.007133985
V322,V162,0.007133345
V118,V288,0.007131765
V135,V109,0.00713093
C7,V192,0.007130872
V98,V229,0.00713005
V27,V249,0.007129019
V220,V324,0.007128808
V155,V277,0.007128635
V286,V146,0.007128608
V21,V152,0.00712836
V122,V231,0.00712816
V18,V121,0.007127659
V133,V193,0.007126165
V193,V286,0.00712561
V239,V58,0.007124595
V57,V120,0.007122523
V96,V138,0.007121197
V22,V237,0.007120546
V184,V132,0.00711999
V243,C11,0.007119341
V153,V18,0.007119057
V249,V56,0.007118191
D12,V109,0.007117381
V175,C11,0.007117344
V250,V191,0.007117288
V112,D12,0.007116971
V21,V227,0.007116815
V299,V161,0.007113733
V155,V236,0.007113565
V115,V324,0.007113436
V289,V111,0.007110069
V120,V304,0.007108345
V303,V193,0.007106352
V106,V286,0.007105559
V161,V64,0.007105226
V100,V249,0.007103242
V324,V163,0.007102786
V65,V74,0.007102616
V187,V294,0.007102176
V252,V323,0.007101707
V85,V337,0.007101581
V296,V243,0.007101455
V289,V27,0.007100424
V37,V214,0.007100288
V133,V25,0.007100027
V46,D4,0.007099522
V176,V293,0.007099167
V286,V254,0.007098825
V25,D12,0.007098613
card5,V270,0.00709811
C6,V289,0.00709799
V242,V315,0.007096492
D10,V129,0.007096322
V150,V18,0.00709574
V192,C12,0.007095663
V67,V295,0.007095544
V211,C12,0.007095024
V293,V200,0.007094691
V299,V163,0.007094107
V186,D1,0.007092393
C11,card2,0.007091827
V192,V311,0.007090308
V306,C13,0.007090274
V283,C1,0.007089881
V237,V109,0.007089878
V321,V228,0.007089705
C8,V301,0.007088132
V268,V56,0.007088036
V71,V65,0.007087474
dist2,V121,0.007087247
V110,V281,0.007085158
V58,V41,0.007084379
V137,V186,0.007083336
V222,V241,0.007082016
V197,V330,0.007081897
V65,V168,0.007081876
C3,V15,0.007081631
C12,V118,0.007080367
V194,V14,0.007078582
V99,V117,0.007077085
V296,V51,0.007077064
V312,V38,0.007076699
V25,V137,0.007075129
TransactionAmt,V233,0.007074754
V145,V309,0.007073947
addr1,V312,0.007073695
V196,V208,0.007073009
V145,V236,0.007071445
D12,V111,0.007070662
V71,V167,0.007069623
D1,V109,0.007069382
V31,V275,0.007069359
V105,V195,0.007068851
V235,V52,0.007067024
V200,V316,0.007066519
V269,D7,0.007066356
V313,C8,0.007065871
V292,V130,0.007065488
C1,V142,0.007065344
V310,V228,0.007064333
V65,V52,0.00706356
C2,V289,0.007061344
V120,V43,0.007061175
V337,V24,0.007060863
V117,V66,0.00705884
V171,V22,0.007057915
V300,V168,0.007057146
V284,V88,0.007056844
V14,V211,0.007056557
V309,TransactionDT,0.007056138
V120,V11,0.007054567
V71,V120,0.007054374
V130,V257,0.007051832
V169,V255,0.007051824
V299,V50,0.00705153
V263,C13,0.007050879
V76,V121,0.007050129
V255,V129,0.007049404
V113,V281,0.007049382
V232,V300,0.00704869
V132,V201,0.007048047
V291,V117,0.00704795
C8,V262,0.007047783
D1,V295,0.007047336
V249,V28,0.007047185
V121,V284,0.007043234
C6,D6,0.007043204
V148,V115,0.007041503
V218,V21,0.007040439
V288,C4,0.007040066
V141,V219,0.007039287
V246,V333,0.007038883
V300,V331,0.007038874
V145,V129,0.007035146
TransactionDT,V243,0.007033233
V26,V128,0.007033133
V135,addr1,0.007032115
V120,V224,0.007031228
V231,V300,0.007029204
V24,D9,0.007027781
V176,V59,0.007026616
V318,V198,0.007026569
V163,V279,0.007025417
V131,C12,0.007024657
V283,C14,0.007024502
D12,V234,0.007024291
V289,C11,0.007024142
V16,V68,0.00702375
V277,V311,0.007023454
D9,V176,0.007022786
V127,V187,0.007022288
V138,TransactionID,0.007021735
V144,V225,0.00701995
V195,V307,0.007019075
V55,D9,0.007018703
D8,V254,0.007018632
V272,V177,0.007018019
V120,TransactionID,0.007016936
C4,V246,0.007015842
V205,V72,0.007015514
V14,V79,0.007015047
V255,V14,0.007013892
V201,V17,0.00701282
V271,V279,0.007012587
V108,V205,0.007011511
V132,V76,0.007011346
V41,V149,0.007010472
V80,V308,0.007010443
V250,V113,0.007009431
V81,V107,0.007008929
V187,V134,0.007008129
V168,V301,0.007007944
V166,TransactionAmt,0.007007297
D9,V26,0.007005665
V97,V238,0.007005464
V245,V231,0.007003868
V270,V330,0.007003805
V126,V55,0.00700334
V72,V234,0.007003291
V161,V122,0.007002843
V261,V281,0.007002357
V65,V73,0.007000689
V75,V102,0.007000527
V187,V296,0.007000131
V116,V53,0.006998274
D6,V21,0.006998195
V286,addr1,0.006998142
C3,card2,0.006998136
TransactionDT,V252,0.006997717
TransactionID,D3,0.006997367
V34,V252,0.006995185
V200,V32,0.006991215
V281,V254,0.006989699
V200,V133,0.00698923
V24,V316,0.006988362
V227,V183,0.006987566
TransactionAmt,V86,0.006987067
V238,V173,0.006986296
V181,V270,0.006985606
V296,V192,0.006985403
V112,V159,0.006985223
C1,V323,0.006984827
V93,V337,0.006984725
V187,V128,0.006984442
V222,C8,0.006983951
V129,V256,0.006982876
D3,D9,0.00698284
V330,V272,0.006982785
V112,V330,0.006982356
TransactionAmt,V322,0.00698133
V246,V136,0.006980974
V332,V301,0.006979732
V166,V270,0.006978447
V300,V202,0.006978226
V120,V46,0.006977921
V103,V198,0.006976199
V27,C13,0.006976149
V104,V243,0.006974382
V107,V36,0.006974117
V316,V238,0.006973698
V295,V25,0.006972379
V115,V320,0.006972153
V249,V41,0.006971491
V245,card2,0.006970912
V301,V233,0.00697009
V200,V97,0.00696907
V27,C6,0.006969062
V308,V82,0.006967569
V189,V328,0.006966989
V263,V43,0.006966238
V88,V57,0.006964301
V64,V241,0.006963113
V334,V192,0.006962487
V111,C5,0.00695937
V66,V105,0.006959001
V244,V84,0.006957217
C5,addr1,0.006955885
V142,V244,0.006955632
V204,V22,0.006955364
C3,V179,0.006954759
V306,V244,0.006954551
V269,V93,0.006953524
V330,V72,0.006953235
V227,V89,0.006952639
V315,V166,0.006952439
V141,V121,0.006947539
V231,V301,0.006947264
dist2,V114,0.006947008
V22,V251,0.006946484
V113,D14,0.006946408
V27,V287,0.006945591
V117,V19,0.006945012
V25,V225,0.006944026
TransactionDT,V206,0.006943928
V65,V285,0.006943198
V213,V32,0.006942958
V139,card1,0.006942069
V328,V121,0.006939851
V100,V252,0.006938079
V110,V288,0.006937779
card1,V18,0.006935489
V266,V26,0.006934519
V60,V247,0.006933407
V240,C7,0.006932413
V323,V162,0.006932126
V16,C3,0.006929141
V52,V298,0.006928539
V271,V128,0.006928288
V233,V28,0.006927627
V320,V78,0.006925831
V126,V25,0.00692494
V133,V84,0.006924156
V117,card5,0.006923499
V123,V206,0.006923093
V335,V27,0.006922795
V330,V18,0.006922546
V60,V201,0.006922417
C8,V235,0.006921852
V25,V134,0.006921052
V116,V207,0.006919776
C10,V240,0.006918602
V119,V291,0.006918599
C12,V210,0.006916509
V271,C13,0.00691617
V212,V22,0.006915197
V8,V129,0.006914834
V42,V223,0.006914665
V133,V187,0.006913615
V324,V161,0.006909489
V233,V245,0.006909053
V112,V198,0.006907456
V111,V327,0.00690677
V173,addr1,0.006905441
V63,V255,0.006905416
V309,D4,0.006903631
V335,V196,0.006903095
V95,V56,0.006902913
V270,V182,0.006901891
V297,V87,0.006901765
V193,V296,0.006900747
V159,card3,0.006900495
V280,TransactionAmt,0.006899581
D14,V112,0.006898063
V331,V301,0.006897276
V210,C7,0.006897117
V28,V300,0.006896251
V25,V117,0.006896163
V43,addr1,0.00689446
V297,V198,0.006894226
dist1,V55,0.006894052
D6,V266,0.006892466
V198,V133,0.006891602
V284,V257,0.006891585
V65,V247,0.006891293
V95,V272,0.006890933
V195,V190,0.006890859
V192,V101,0.006888373
V83,V192,0.006888299
V263,V18,0.006888246
V329,V169,0.00688809
V186,V41,0.006886377
V114,V207,0.006886181
V28,C13,0.006884814
card2,V289,0.006884797
V32,V231,0.006884695
TransactionID,V206,0.006884208
V133,TransactionAmt,0.006883344
V65,V219,0.006883123
V162,V333,0.006882483
V120,V208,0.006881828
C7,D7,0.006881096
card2,V184,0.006879956
C8,V332,0.006879471
V25,V196,0.006878073
V88,V50,0.006877794
V88,V4,0.006877567
V55,V95,0.0068768
V87,addr1,0.006876093
V207,V26,0.006874215
V271,V126,0.006873013
V259,V290,0.006872834
V125,V56,0.006872219
C13,V185,0.006871935
V291,V283,0.006871473
V201,V319,0.006868717
V95,V192,0.006868206
V25,D15,0.006867363
V135,V38,0.006866891
V244,V137,0.006866795
V287,C7,0.006866467
V8,V70,0.006865703
V333,C2,0.006864734
V185,V113,0.006862532
card1,V208,0.006862529
D12,C11,0.006862351
V198,V113,0.006862171
V206,V160,0.006861273
V211,V85,0.006860189
V127,V271,0.006859239
D15,V104,0.006859028
V235,V60,0.006858194
V32,V191,0.00685753
V261,D4,0.006857318
V129,V121,0.006857277
V286,V105,0.006857184
V112,V185,0.00685642
C5,V66,0.006855722
V99,V292,0.006853822
V250,V111,0.006853351
V28,C6,0.006853313
V121,V53,0.006852434
C6,V174,0.006852226
V187,D6,0.006851707
V66,V127,0.006850767
V8,V120,0.006850438
V45,V166,0.006849905
V315,V247,0.006847247
V220,V130,0.00684579
V50,V297,0.006845569
V65,V72,0.006845465
V328,C4,0.006845366
V168,D9,0.006845045
V122,dist2,0.006844365
V325,V229,0.006844314
V114,V254,0.00684411
V27,V261,0.00684335
V261,V144,0.006842908
V334,V188,0.006842513
V103,V170,0.006840786
V276,V55,0.006839877
V184,V334,0.006838988
TransactionAmt,V46,0.006838489
V167,C7,0.006838262
V326,isFraud,0.00683754
V246,V207,0.00683748
dist2,V181,0.006837395
V125,TransactionAmt,0.006836785
C3,V286,0.006836223
V22,V245,0.006836154
V339,V206,0.006835706
V237,C10,0.006835336
V229,V306,0.006835065
V89,V287,0.006833345
C9,V317,0.006833175
C3,isFraud,0.006833174
V185,V108,0.006832022
V88,V124,0.006831701
V99,C10,0.006831625
V202,V68,0.006831373
V131,C10,0.006829942
V112,V106,0.006829901
V326,V243,0.006829767
dist1,V319,0.006829645
V110,V330,0.006829525
V199,V135,0.00682837
V312,C2,0.006828358
addr1,V50,0.006828127
V41,V124,0.00682776
V240,V61,0.006827605
V317,V191,0.006826447
C3,V178,0.006825985
V135,V289,0.006825208
V12,V61,0.006824764
V293,V66,0.00682476
V63,V140,0.006824477
V127,V41,0.006824353
V136,D15,0.00682421
V146,V233,0.006823642
V120,V58,0.006823463
V99,V145,0.006822848
V322,C10,0.006822527
V227,V106,0.006821036
V329,V220,0.00682077
card3,V150,0.006820675
V279,V205,0.006819955
V179,V65,0.006819436
V318,V26,0.006818953
V26,V223,0.006818734
V299,V75,0.006818298
V66,V106,0.006817432
C10,V153,0.006817129
V249,V68,0.00681659
V109,V236,0.006816408
V63,C13,0.006816038
V201,card1,0.006815145
V72,V256,0.006814727
V214,V200,0.006813333
V217,V65,0.006813233
V325,V118,0.006812751
V65,V94,0.006812502
TransactionDT,V269,0.006812487
V41,V156,0.006812127
V237,V108,0.006811508
V300,V108,0.006809217
V194,V268,0.006808697
V291,V285,0.006808546
V130,C11,0.006806767
V92,V311,0.00680581
V127,V75,0.006805563
V20,V117,0.006805424
D1,V68,0.006804928
V82,V125,0.006803901
card3,V68,0.006801902
dist2,V283,0.006800902
V243,V299,0.006799893
V44,V215,0.006798506
V80,V309,0.00679697
V187,V298,0.006796925
V27,TransactionID,0.006795641
V272,V181,0.006795462
V134,V200,0.006793769
V71,V41,0.006793646
V75,V124,0.006791228
V249,V213,0.006790795
V227,V41,0.006790693
V14,V130,0.006788519
V301,V232,0.006788274
V221,C2,0.006788052
V58,card1,0.006785826
V187,V281,0.006785299
V252,V231,0.006784894
V164,V282,0.006784674
V148,D8,0.006783984
V238,V209,0.006783521
V41,V264,0.006782715
V278,card2,0.0067821
V88,V198,0.006780025
V25,V102,0.006779896
V225,V245,0.006778719
V261,V28,0.006778618
V35,V107,0.00677775
V132,V239,0.006777576
V240,V74,0.006776391
V18,V201,0.006775746
V292,C9,0.006775
V256,addr2,0.006774533
V112,V105,0.006773055
V227,V116,0.006772229
V147,V131,0.006771919
V269,V154,0.006770788
V191,V318,0.006770578
V71,V179,0.006769671
V121,V49,0.006769159
V267,V192,0.006768344
V78,V310,0.006767709
V182,V272,0.006767321
V214,V286,0.006767051
V164,V244,0.006766729
V65,V204,0.006765963
V71,V250,0.006765406
V89,V175,0.006765198
card1,V21,0.00676495
V240,C12,0.006763236
V271,V186,0.006761541
V204,V32,0.006761158
V192,V298,0.006759653
V163,V177,0.006759064
V255,V72,0.006756559
V65,V63,0.006756439
V131,C4,0.006755821
V256,V63,0.006755585
V230,V334,0.006755213
V144,V244,0.006753442
V266,V201,0.00675305
V44,TransactionDT,0.006752712
V71,V311,0.006748453
V65,V57,0.00674799
V240,C8,0.006746895
V91,V319,0.006744655
C5,V122,0.006744231
V202,V32,0.006744111
V117,V176,0.006743204
V69,V122,0.006742507
V23,V106,0.006742196
V144,V252,0.006741599
V72,V324,0.006741546
V214,V59,0.006739645
addr1,V40,0.006739019
D10,V223,0.006738941
C3,V169,0.006738789
V167,C12,0.006738618
V170,V332,0.006738481
V311,V80,0.006738425
V88,card3,0.006738028
V196,V105,0.006737332
V88,V58,0.006736497
V271,V168,0.006735483
V72,V120,0.006735035
V18,V309,0.00673462
V195,D9,0.006734356
V116,V292,0.00673381
V63,V257,0.006732209
V121,TransactionAmt,0.006731897
V21,D9,0.006731678
V141,V191,0.006731011
V208,V251,0.006730814
V221,V22,0.006730657
V41,V279,0.006729993
V118,V104,0.006729558
V66,card2,0.006727777
V201,V178,0.006727472
V95,V270,0.006727345
V120,TransactionDT,0.006726769
V196,V189,0.006725629
V89,V249,0.006725267
V27,V202,0.006724145
V220,V213,0.006723546
V44,V298,0.006721683
D7,V255,0.006721571
V37,V207,0.006719756
V229,V316,0.006719532
V247,card1,0.006719418
V85,V120,0.006718156
V17,V158,0.006717421
V38,V192,0.006716996
V102,V200,0.006716906
V18,V151,0.00671511
V265,V63,0.006712384
V190,V131,0.006711678
V324,C1,0.006711433
V119,V19,0.006709427
V112,V292,0.006708567
V320,V161,0.006707337
V218,V139,0.006705128
V136,C6,0.006704833
V89,V142,0.006703682
V285,V6,0.00670283
V74,V107,0.006702512
V198,V167,0.006702392
V338,V93,0.006702047
V102,V286,0.006701334
C14,V143,0.006700143
V72,C13,0.006699082
V196,V96,0.006698934
V242,V308,0.00669832
V287,V45,0.006697486
V197,V56,0.006697428
V303,V188,0.006696588
V301,V257,0.006696564
V191,V307,0.006696356
V60,V200,0.006696249
V89,V40,0.006694235
V87,V102,0.006692459
V188,V301,0.006692197
V23,V227,0.006691686
V198,V108,0.006690234
C10,V324,0.006688281
V239,V84,0.006688045
V297,C4,0.006687398
C12,V230,0.006686438
V5,V88,0.006684695
V298,V193,0.006684617
V199,V127,0.006682996
V226,V122,0.006680785
C13,V240,0.006680363
V323,V188,0.006679593
V212,V32,0.006677465
C8,V118,0.006676565
addr1,V73,0.006676172
V97,V196,0.006675789
V125,D9,0.006675434
V32,V211,0.006675014
V110,V236,0.006673957
V118,TransactionDT,0.006673289
V71,V214,0.006673253
V280,V196,0.006672228
V269,V153,0.006670279
V189,V21,0.006669715
C8,V124,0.006669581
C10,V171,0.006668908
V95,V161,0.006667689
V192,D1,0.006665564
V110,V292,0.006664026
TransactionAmt,V281,0.006663372
V187,D1,0.006663349
V198,V102,0.006662819
V46,V121,0.006662528
V56,V132,0.006661756
V142,C2,0.006661295
D8,V22,0.006660333
V73,V120,0.00666001
V173,V211,0.006659686
V68,V339,0.006656621
V185,V68,0.00665619
dist2,V303,0.00665576
V190,V321,0.006655599
card1,V310,0.006654946
V240,V19,0.00665319
V193,V101,0.006652776
V232,TransactionAmt,0.006652174
V248,V314,0.006652145
V198,V316,0.006650085
V251,V311,0.006649794
V217,V89,0.006649151
V219,V64,0.006649051
V150,D8,0.006648588
V66,V237,0.006648448
C1,V289,0.006647747
V283,V121,0.006647536
V271,V192,0.006647081
V43,V240,0.006647008
V241,V140,0.006647001
V159,V46,0.006646625
V116,V309,0.006645223
V286,V103,0.006645129
V288,C14,0.006644557
C14,V272,0.006642789
V230,V310,0.006641662
V88,V64,0.006641083
V44,C13,0.006640096
V77,V136,0.006637437
addr2,V268,0.006635669
V28,V211,0.006633076
V265,V88,0.006631965
V186,V255,0.00663133
V177,V32,0.006630115
C8,V100,0.006630083
V95,V193,0.006629377
V227,V299,0.006629362
V225,V191,0.006628311
V333,V146,0.006628181
V278,V86,0.00662758
V164,V162,0.006626571
V206,V71,0.006626545
V338,V196,0.006625371
V115,V207,0.006625245
V172,V239,0.006622382
V191,D6,0.006620248
V283,V247,0.006619645
V14,V89,0.00661939
V84,V214,0.006619339
D1,card1,0.006618914
C5,V127,0.00661883
V202,V141,0.006616853
V248,V74,0.006616621
V194,V63,0.006616323
V25,V205,0.006615532
V25,V103,0.006615363
V142,V192,0.006614416
V250,V311,0.006614242
V314,V41,0.006614008
V45,D3,0.006613768
V157,V264,0.006613386
V291,D4,0.006609961
card2,V9,0.006609402
V25,V294,0.006608399
V335,V229,0.006608238
V65,V178,0.006607204
V178,V162,0.006607122
C4,V142,0.006606621
V152,V222,0.00660613
D7,C1,0.006604873
V293,V192,0.006604197
V108,V264,0.006604057
V88,D9,0.006604025
V311,V152,0.006603366
V23,V286,0.006602573
V270,V177,0.00660181
V192,V309,0.006601785
V244,C7,0.006600435
V4,V136,0.006600012
V136,V162,0.006597395
V190,card1,0.006595801
V103,V196,0.006594428
V17,D5,0.006593229
V198,V164,0.006592959
V192,V132,0.006592478
C3,V237,0.006592142
V119,C6,0.006591818
V198,V132,0.006590417
V219,V79,0.006590395
V227,V88,0.006590389
V227,V105,0.006588935
V119,V328,0.006586038
V147,V312,0.006585661
V120,V84,0.006584014
V141,V120,0.006583942
V255,addr2,0.006583857
V295,V196,0.006583175
V131,V257,0.006582561
V179,C14,0.006581987
V325,V17,0.006581971
V229,V296,0.006581895
V232,V65,0.006580985
V13,addr1,0.006578346
V95,V205,0.006577947
V276,V63,0.006576859
V175,C6,0.0065764
V235,C2,0.006575735
C6,card1,0.006574849
V41,V259,0.006574833
V1,V10,0.006574249
V72,V41,0.006573125
V268,V186,0.006573101
V158,V216,0.006572732
V286,V294,0.006572632
V130,dist2,0.006572124
V253,V202,0.006571858
V89,C5,0.006570279
V104,V227,0.0065684
C7,V177,0.00656681
V198,V128,0.006565307
V56,V101,0.00656374
V142,V187,0.006562997
V247,V323,0.006562319
V191,V101,0.006561648
V254,V207,0.006561584
V143,V189,0.006559706
V269,V84,0.006559419
V80,V179,0.006558994
V199,V102,0.0065569
V279,V300,0.006556585
V280,V246,0.006555533
V13,V107,0.006555125
V264,V59,0.006555004
V74,V120,0.006554752
V21,V270,0.006553489
V65,V213,0.006553013
C8,V287,0.006552768
V88,V263,0.006552348
V296,V121,0.006551059
V111,V314,0.006550702
V34,V223,0.006550375
V227,V297,0.006550343
V257,V300,0.006549707
V137,V200,0.006549025
V193,V317,0.006548828
V51,C13,0.006548241
V203,V92,0.006548018
V309,V22,0.006547419
V300,V44,0.006546619
V116,V154,0.006546365
V100,V14,0.006545604
V158,V206,0.006544835
C11,V288,0.006542405
V41,V21,0.006541784
V84,V266,0.006539504
V226,V67,0.006536594
V65,V310,0.006536297
V330,V108,0.006536271
V112,V25,0.006535126
D8,V240,0.006534084
V145,V77,0.006532287
V281,V329,0.006531504
D1,C11,0.006530296
V241,D9,0.006530036
V232,V146,0.00652736
V179,V282,0.006527303
V95,V191,0.006527248
V100,V8,0.006526438
V60,V265,0.006525797
C2,V285,0.006524772
V97,V77,0.006523931
V175,V249,0.006523766
V266,V303,0.006523746
